spawn_x,spawn_y,spawn_orientation_z,spawn_orientation_w,final_x,final_y,final_orientation_z,final_orientation_w,traj_type,traj_number
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.1302312067400395,6.617017425570512,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.2157441857135654,6.565223599364309,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.2970240799281574,6.507011497508511,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.3735901803703503,6.4427254004961645,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.4449896565466505,6.372745511901261,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.5108002346329297,6.297485709762571,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.5706326949042735,6.217391098808505,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.6241331736748554,6.132935377999766,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.6709852561336307,6.044618038958777,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.7109118476982914,5.952961411855038,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.7436768128198477,5.858507576217791,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.769086371545558,5.761815154946164,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.7869902455805793,5.6634560104778275,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.797282547070261,5.564011862655794,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.799902404846608,5.464070848296139,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.7948343244351355,5.364224042804185,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.782108279692948,5.265061964411158,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.7617995355360803,5.1671710817060985,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.734028202804521,5.071130345118346,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.6989585278975685,4.977507762864246,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.6567979213807735,4.886857041608753,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.60779573130954,4.799714311709881,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.5522417685242282,4.716594956413697,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.490464592638536,4.63799056375277,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.422829568858234,4.564366019175279,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.3497367071226947,4.496156756099693,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.271618296349071,4.433766180655894,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.1889363477707597,4.377563285843452,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.10217986249088,4.32788046921751,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-3.0118619394111157,4.285011567008998,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.9185167406403325,4.2492101163058775,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.8226963323302687,4.220687855573293,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.7249674196223794,4.1996134723809195,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.625907995016152,4.186111605743752,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.5261039199812227,4.180262108976732,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.426145460030529,4.182099577422869,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.3266237937468497,4.191613143847988,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.228127516409252,4.208746542712195,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.131239158897806,4.23339844293792,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-2.0365317424646365,4.265423047206505,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.9445653897472237,4.304630954238906,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.855884012067227,4.350790278960818,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.77101209260698,4.403628023927255,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.6904515844886998,4.462831693895675,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.614678942101949,4.528051143998652,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.5441423032367858,4.598900650585575,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.4792588386881467,4.674961192485897,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.4204122850065637,4.75578292920199,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.3679506749870998,4.840887861374988,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.3221842793189695,4.92977265778896,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.283383771569408,5.02191163219383,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.2517786273545242,5.116759852341397,0.0,1.0,circle,2
-1.2,5.48,0.7071067811865475,0.7071067811865476,-1.2275557671648372,5.213756362846858,0.0,1.0,circle,2
-3.5,4.3,0.0,1.0,-3.0,4.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-2.5,4.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-2.0,4.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-1.5,4.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-1.5,4.8,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-1.5,5.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-1.5,5.8,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-1.5,6.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-2.0,6.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-2.5,6.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-3.0,6.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-3.5,6.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-3.5,5.8,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-3.5,5.3,0.0,1.0,square,3
-3.5,4.3,0.0,1.0,-3.5,4.8,0.0,1.0,square,3
